Order_ID,Customer_ID,Book_ID,Order_Date,Quantity,Total_Amount,Name,Email,Phone,City,Country,Title,Author,Genre,Published_Year,Price,Stock,Year,Price_Category,Month
266,167,426,2023-06-02,10,328.2,Justin Spencer,michaelsnyder@gmail.com,1234568057,Christopherchester,South Africa,Triple-buffered upward-trending artificial intelligence,John Shannon,Biography,2021,32.82,98,2023,Medium,6
267,467,390,2024-08-30,9,359.64,Anna Green,tony39@hotmail.com,1234568357,East Jennifertown,New Caledonia,Versatile mission-critical customer loyalty,Rachel Case,Biography,1947,39.96,35,2024,Expensive,8
268,117,56,2024-11-15,9,70.83,Molly Murphy,jamesswanson@williams-smith.info,1234568007,Sawyerchester,Korea,Integrated intermediate Internet solution,Stacy Cabrera,Mystery,1976,7.87,67,2024,Cheap,11
269,8,157,2024-03-15,5,95.85,Matthew Johnson,austinkenneth@manning.net,1234567898,Kirstenborough,Israel,Advanced didactic time-frame,Thomas Trujillo,Biography,2005,19.17,57,2024,Medium,3
270,120,82,2024-04-13,7,319.9,Rita Wallace,catherinehayes@hotmail.com,1234568010,Lake Eric,Zimbabwe,Optimized multi-state capacity,Sean Griffin,Non-Fiction,2001,45.7,38,2024,Expensive,4
271,462,40,2023-07-01,1,25.97,James Brewer,ebrown@ewing-warner.com,1234568352,Chandlerberg,Mongolia,Adaptive didactic interface,Natalie Gonzalez,Fiction,1923,25.97,94,2023,Medium,7
272,228,321,2024-11-02,1,24.32,Janet Hobbs,hansenkristin@wright-white.net,1234568118,Mcguireton,Australia,Polarized optimizing moratorium,Amanda Savage,Biography,1911,24.32,16,2024,Medium,11
273,357,119,2022-12-14,8,399.04,Scott Oconnell,matthew25@jones-brown.net,1234568247,Natashaville,China,Switchable modular moratorium,Tonya Saunders,Romance,2010,49.88,76,2022,Expensive,12
274,254,120,2024-04-10,2,96.06,Katherine Mooney,craigrichard@yahoo.com,1234568144,Johnsonport,Senegal,Integrated secondary access,Sheena Harris,Non-Fiction,1984,48.03,93,2024,Expensive,4
275,495,31,2023-01-05,2,42.46,Patrick Rivera,donaldmadden@hotmail.com,1234568385,Lake Elizabethborough,Comoros,Implemented encompassing conglomeration,Melissa Taylor,Fiction,2010,21.23,44,2023,Medium,1
276,166,46,2024-11-16,3,99.51,John Delacruz,dhurley@walsh.biz,1234568056,Port Timothy,Monaco,Distributed attitude-oriented open system,Jamie Lambert,Romance,1923,33.17,75,2024,Medium,11
277,276,292,2022-12-18,1,26.94,Carol Petersen,roberthayes@tucker.biz,1234568166,East Jeremyside,Czech Republic,Fully-configurable mission-critical artificial intelligence,Rachel Adkins,Mystery,2017,26.94,2,2022,Medium,12
278,111,71,2024-11-18,9,346.5,Danielle Parsons,millerdaniel@hotmail.com,1234568001,Port Jessica,Brunei Darussalam,Organized methodical productivity,Daniel Santos,Biography,1950,38.5,40,2024,Expensive,11
279,204,339,2024-11-13,9,391.59,Dominic Jenkins,edavenport@jenkins-green.com,1234568094,Yvonneside,Svalbard & Jan Mayen Islands,Centralized uniform extranet,Steven Mcdonald,Romance,2014,43.51,68,2024,Expensive,11
280,181,377,2023-05-11,8,318.32,Courtney Ray,robert24@montgomery-frazier.com,1234568071,Josephstad,Honduras,Realigned 6thgeneration infrastructure,Jennifer Hughes,Mystery,2007,39.79,55,2023,Expensive,5
281,23,431,2024-11-23,8,155.84,Hannah Drake,sandersallen@hotmail.com,1234567913,Deannabury,Faroe Islands,Synergized fresh-thinking monitoring,Christopher Dixon,Romance,1965,19.48,31,2024,Medium,11
282,364,154,2024-11-22,6,104.64,Carrie Perez,chelsea23@gillespie-walker.com,1234568254,Kennethland,Hungary,Horizontal hybrid forecast,Alexander Wallace,Mystery,1919,17.44,19,2024,Medium,11
283,277,471,2024-10-31,8,363.04,David Collins,nicholasdean@foster-hall.org,1234568167,South Victoriaport,Liechtenstein,Cross-platform next generation website,Anna Roberts,Romance,1929,45.38,37,2024,Expensive,10
284,325,466,2023-01-06,4,148.68,Emily Vargas,lklein@gmail.com,1234568215,Aguilarside,Tonga,Multi-channeled mission-critical initiative,Michelle Hanson,Fantasy,2015,37.17,93,2023,Expensive,1
285,198,469,2024-07-30,6,139.5,Curtis Winters,rodriguezmadison@herrera.com,1234568088,Davidburgh,Qatar,Automated 5thgeneration customer loyalty,Kimberly Shannon,Fantasy,1967,23.25,92,2024,Medium,7
286,96,264,2023-04-23,2,41.02,Levi Pierce,bayers@gmail.com,1234567986,Dayburgh,Bouvet Island (Bouvetoya),De-engineered local interface,Wayne Hall,Biography,2015,20.51,47,2023,Medium,4
287,74,163,2023-06-25,3,57.33,Bryan Moore,brendawong@juarez-camacho.biz,1234567964,Blackchester,Norfolk Island,Object-based eco-centric challenge,Douglas Mccarthy,Non-Fiction,1905,19.11,0,2023,Medium,6
288,6,128,2023-11-13,1,24.04,Stephen Vasquez,ricemiguel@yahoo.com,1234567896,Hamiltonstad,Rwanda,Visionary modular productivity,Ruben Nichols,Romance,1949,24.04,35,2023,Medium,11
289,321,491,2023-08-30,2,29.74,Charlene Arroyo,edowns@holmes-adams.org,1234568211,Wilsonstad,Slovenia,Pre-emptive intangible adapter,Michael Hill,Fantasy,1910,14.87,2,2023,Cheap,8
290,31,219,2024-08-18,2,41.8,Amanda Morton,lolsen@jones.com,1234567921,Marktown,Antigua and Barbuda,Reactive bandwidth-monitored architecture,Michele Williams,Mystery,1961,20.9,32,2024,Medium,8
291,214,154,2024-04-15,8,139.52,Alexander Scott,amypierce@hotmail.com,1234568104,Matthewfurt,El Salvador,Horizontal hybrid forecast,Alexander Wallace,Mystery,1919,17.44,19,2024,Medium,4
292,388,432,2024-02-11,4,35.36,Joshua Bass,goodmanmary@lara-bowen.net,1234568278,Christinamouth,Bulgaria,Horizontal disintermediate alliance,Rodney Ward,Non-Fiction,1951,8.84,55,2024,Cheap,2
293,96,214,2024-01-20,9,163.44,Levi Pierce,bayers@gmail.com,1234567986,Dayburgh,Bouvet Island (Bouvetoya),Fundamental methodical open architecture,Jeffery Green,Fiction,2005,18.16,47,2024,Medium,1
294,21,302,2023-10-01,4,114.68,Edgar Frost,maria51@gmail.com,1234567911,Jonathanhaven,Saudi Arabia,Ergonomic leadingedge portal,James Curtis,Fiction,1981,28.67,92,2023,Medium,10
295,414,269,2024-10-07,5,165.4,Harold Burns,gregorynielsen@johnson.com,1234568304,Lake Hannahton,Tonga,Decentralized disintermediate Internet solution,Jerry Fisher,Romance,1963,33.08,42,2024,Medium,10
296,181,486,2023-09-13,1,19.13,Courtney Ray,robert24@montgomery-frazier.com,1234568071,Josephstad,Honduras,Monitored tangible extranet,Lisa Medina,Non-Fiction,2018,19.13,52,2023,Medium,9
297,382,381,2024-07-27,4,42.4,Tara Duncan,parkscaleb@gmail.com,1234568272,Port Anthonyland,Australia,Total foreground alliance,Anthony Wilson,Non-Fiction,1977,10.6,14,2024,Cheap,7
298,359,73,2024-08-22,10,212.3,Michelle Jackson,mbyrd@howard.org,1234568249,South Eric,Armenia,Realigned multi-tasking installation,Patrick Contreras,Mystery,1933,21.23,39,2024,Medium,8
299,189,348,2024-07-29,8,100.96,Jason Bell,williambrown@hotmail.com,1234568079,Taylorfurt,Somalia,Object-based contextually-based model,Amber Patterson,Romance,1907,12.62,22,2024,Cheap,7
300,90,485,2023-12-09,7,162.12,Matthew Meyer,moorebrittany@yahoo.com,1234567980,West Christopher,Benin,Decentralized content-based access,Nancy Taylor,Mystery,1900,23.16,57,2023,Medium,12
301,339,346,2024-09-12,4,39.88,Lisa Hayes,david63@gmail.com,1234568229,New Beverly,Marshall Islands,Object-based asynchronous moratorium,Jennifer Oliver,Fantasy,1965,9.97,23,2024,Cheap,9
302,348,80,2024-02-29,6,209.04,Matthew Gardner,wayne40@wilkerson.com,1234568238,Gentryfort,Mozambique,Compatible 24/7 forecast,Michael Anderson,Science Fiction,1985,34.84,19,2024,Medium,2
303,423,31,2023-08-12,6,127.38,Dale Johnson,wmedina@hotmail.com,1234568313,New Keithville,Anguilla,Implemented encompassing conglomeration,Melissa Taylor,Fiction,2010,21.23,44,2023,Medium,8
304,59,229,2024-02-06,9,184.14,Andrew Collins,msanchez@king.net,1234567949,West Sheri,Guatemala,Managed hybrid array,Charles Smith,Romance,1965,20.46,78,2024,Medium,2
305,107,266,2023-12-18,4,133.16,Amy Hunt,emilybecker@perkins.com,1234567997,Ericborough,Aruba,Persevering disintermediate application,Jeremy Bailey,Non-Fiction,1927,33.29,92,2023,Medium,12
306,54,316,2024-11-28,4,35.24,Rachel Jones,bmedina@hotmail.com,1234567944,Brendafurt,Central African Republic,Multi-tiered client-server methodology,Rebecca Chavez,Fantasy,1992,8.81,74,2024,Cheap,11
307,368,133,2023-11-17,1,20.96,Diane Clark,sydney29@nguyen-jones.biz,1234568258,North Michael,Samoa,Reduced discrete leverage,Zachary Buchanan,Mystery,1911,20.96,90,2023,Medium,11
308,499,485,2023-02-19,10,231.6,Melissa Curtis,suzannemartinez@gmail.com,1234568389,Ashleyport,Monaco,Decentralized content-based access,Nancy Taylor,Mystery,1900,23.16,57,2023,Medium,2
309,185,227,2022-12-29,8,305.36,Katelyn Rhodes,sbrooks@yahoo.com,1234568075,Rothshire,Mauritania,Centralized context-sensitive functionalities,Virginia Levine,Non-Fiction,1900,38.17,78,2022,Expensive,12
310,338,334,2023-10-05,3,107.04,Michelle Esparza,lauren52@hotmail.com,1234568228,North Amandastad,Burundi,Synergistic fault-tolerant attitude,Robert Bullock,Mystery,1913,35.68,88,2023,Expensive,10
311,198,80,2024-03-05,7,243.88,Curtis Winters,rodriguezmadison@herrera.com,1234568088,Davidburgh,Qatar,Compatible 24/7 forecast,Michael Anderson,Science Fiction,1985,34.84,19,2024,Medium,3
312,209,208,2023-04-23,10,250.0,Michael Maldonado,raymondmyers@trujillo.com,1234568099,Donnatown,Slovakia (Slovak Republic),Synergized intangible methodology,Ellen Doyle,Fantasy,1917,25.0,83,2023,Medium,4
313,57,105,2023-10-11,8,240.16,Nicolas Joseph,debra75@gmail.com,1234567947,Lindaburgh,Congo,Expanded explicit neural-net,Melissa Tucker,Romance,2005,30.02,4,2023,Medium,10
314,449,127,2024-03-09,1,11.66,Linda Reid,hartwendy@sanchez.info,1234568339,Frenchburgh,New Zealand,Business-focused real-time benchmark,David Nelson,Science Fiction,1997,11.66,0,2024,Cheap,3
315,281,119,2023-03-22,8,399.04,Jennifer Booker,idiaz@hotmail.com,1234568171,Katietown,Malawi,Switchable modular moratorium,Tonya Saunders,Romance,2010,49.88,76,2023,Expensive,3
316,329,198,2024-06-30,7,156.66,Miguel Jacobs,morgangeorge@buck.com,1234568219,Marshallbury,Estonia,Persevering tertiary product,Michael Lee,Biography,1917,22.38,80,2024,Medium,6
317,400,88,2023-01-06,10,402.2,Heather Ward,doris54@hotmail.com,1234568290,Robertsview,Panama,Robust tangible hardware,Paul Miles,Non-Fiction,1999,40.22,32,2023,Expensive,1
318,353,84,2024-01-31,8,356.72,Michael Reese,vargasdylan@stark-hicks.biz,1234568243,Jaclynfurt,Saint Martin,Stand-alone 24hour interface,James Ortiz,Romance,1980,44.59,20,2024,Expensive,1
319,172,296,2024-06-27,2,22.98,Henry Robinson,isaac98@gmail.com,1234568062,Port Alicia,China,Triple-buffered heuristic adapter,Jennifer Johnson,Non-Fiction,1949,11.49,49,2024,Cheap,6
320,376,363,2024-04-05,8,59.84,Justin Donaldson,itaylor@yahoo.com,1234568266,Petersonbury,Syrian Arab Republic,Proactive explicit capability,Tony Curtis,Romance,1915,7.48,52,2024,Cheap,4
321,114,386,2023-08-05,8,50.88,Austin Baxter,chavezpaula@gmail.com,1234568004,Bellfurt,Uganda,Synchronized 24/7 analyzer,Dawn Hart,Romance,1944,6.36,71,2023,Cheap,8
322,270,112,2023-11-08,2,16.04,Erika Campbell,davidbarnes@yahoo.com,1234568160,Lake Anthonyland,Croatia,Distributed secondary software,Erik Reynolds,Romance,1969,8.02,21,2023,Cheap,11
323,36,412,2023-06-27,6,58.98,Benjamin Wallace,alexander26@hotmail.com,1234567926,Schroederton,Botswana,Profound zero-defect process improvement,Lisa Alexander,Biography,1921,9.83,5,2023,Cheap,6
324,306,214,2023-01-31,7,127.12,Brandy Ortega,brownrachel@yahoo.com,1234568196,Port Nicoleview,Belgium,Fundamental methodical open architecture,Jeffery Green,Fiction,2005,18.16,47,2023,Medium,1
325,60,394,2023-07-10,1,27.15,Steven Matthews,timothy98@durham.info,1234567950,Lake Sharonville,Senegal,Integrated well-modulated Graphic Interface,Karen Reese,Fantasy,1994,27.15,59,2023,Medium,7
326,16,149,2024-06-15,6,102.54,Stacey Flores,jackjackson@hotmail.com,1234567906,East Michaelfurt,Saint Helena,Expanded explicit solution,Tonya Robertson,Biography,1957,17.09,73,2024,Medium,6
327,247,409,2024-07-11,2,43.12,Michael Ellis,rhondabailey@hotmail.com,1234568137,Port Austinview,Kyrgyz Republic,Innovative directional project,Jerry Burch,Mystery,1941,21.56,49,2024,Medium,7
328,232,3,2024-01-19,3,47.25,Kelli Bishop,xmiller@gmail.com,1234568122,Port Jasonview,Jersey,Streamlined coherent initiative,Derrick Howard,Non-Fiction,1913,15.75,27,2024,Medium,1
329,171,171,2023-09-23,5,160.75,Catherine Short,jeffreymahoney@morales.info,1234568061,Derekberg,Kenya,Integrated hybrid collaboration,Sarah Vincent,Science Fiction,2004,32.15,99,2023,Medium,9
330,265,65,2023-01-10,10,227.0,Cassandra Cole,mckenziealfred@gmail.com,1234568155,Port Erinberg,Iraq,Total explicit open architecture,Zachary Williams,Science Fiction,1982,22.7,7,2023,Medium,1
331,429,143,2023-07-15,1,43.65,Rhonda Norton,crystalnoble@gmail.com,1234568319,South Timothy,Tajikistan,Networked multimedia support,Nancy Goodman,Fiction,2012,43.65,50,2023,Expensive,7
332,41,113,2023-07-25,2,12.76,Samuel Daniels,andrew07@gmail.com,1234567931,Codyton,Benin,Versatile value-added structure,Jackson Hill,Science Fiction,1936,6.38,76,2023,Cheap,7
333,161,407,2024-10-08,1,42.19,Mr. Frederick Harrison,melissawilliams@green.com,1234568051,Darlenehaven,Lebanon,Mandatory executive groupware,Michelle Bell,Romance,1947,42.19,50,2024,Expensive,10
334,193,339,2024-03-01,6,261.06,Adam Grant,xrodgers@gmail.com,1234568083,South Christina,Bangladesh,Centralized uniform extranet,Steven Mcdonald,Romance,2014,43.51,68,2024,Expensive,3
335,184,334,2023-06-05,7,249.76,Richard Mclaughlin,webbpatrick@hotmail.com,1234568074,Bestbury,Somalia,Synergistic fault-tolerant attitude,Robert Bullock,Mystery,1913,35.68,88,2023,Expensive,6
336,141,371,2023-06-23,9,156.6,Ryan Hernandez,morganhubbard@yahoo.com,1234568031,Stephanieberg,Saint Pierre and Miquelon,Multi-tiered methodical paradigm,Vicki Vance,Non-Fiction,1959,17.4,43,2023,Medium,6
337,230,455,2023-12-06,5,135.15,Elijah Baker,barneslatoya@daniels-esparza.com,1234568120,Jeffreybury,Comoros,Diverse zero tolerance service-desk,Ashley Jackson,Romance,1960,27.03,55,2023,Medium,12
338,165,486,2023-01-13,2,38.26,John Clark,wcunningham@gmail.com,1234568055,New Michael,Svalbard & Jan Mayen Islands,Monitored tangible extranet,Lisa Medina,Non-Fiction,2018,19.13,52,2023,Medium,1
339,374,491,2024-03-21,10,148.7,Julie Shaw,pattersonlisa@wagner-thompson.net,1234568264,Lake Jay,Honduras,Pre-emptive intangible adapter,Michael Hill,Fantasy,1910,14.87,2,2024,Cheap,3
340,460,222,2023-03-02,8,236.72,Jasmine Garner,dukebrandon@hotmail.com,1234568350,North Kimberlyland,Croatia,Virtual fault-tolerant model,Scott Wells,Science Fiction,1928,29.59,75,2023,Medium,3
341,26,333,2024-09-06,2,55.52,Dylan Bell,isaac43@gmail.com,1234567916,North Aaron,Guam,Advanced responsive extranet,Mark Chavez DDS,Fantasy,1959,27.76,29,2024,Medium,9
342,178,462,2023-08-24,1,49.23,Justin Roberson,johnsonrebecca@gmail.com,1234568068,Lake Brittany,Barbados,Innovative 3rdgeneration database,Allison Contreras,Fantasy,1988,49.23,62,2023,Expensive,8
343,75,124,2023-01-03,7,189.7,Carla Webb,jennifer35@mann.biz,1234567965,Jasonmouth,Gabon,Seamless demand-driven focus group,Matthew Fuentes,Mystery,1968,27.1,11,2023,Medium,1
344,385,218,2023-11-25,5,26.8,Kenneth Cohen,jacquelinelee@yahoo.com,1234568275,Robinmouth,Burundi,User-friendly tertiary forecast,Malik Stephens,Mystery,1948,5.36,34,2023,Cheap,11
345,325,253,2023-07-04,2,23.32,Emily Vargas,lklein@gmail.com,1234568215,Aguilarside,Tonga,Horizontal didactic structure,Robert Rodriguez,Fiction,1961,11.66,21,2023,Cheap,7
346,122,240,2024-03-10,8,399.2,Colleen Navarro,darlenelawson@chan.com,1234568012,Russellshire,Belarus,Stand-alone content-based hub,Lisa Ellis,Fantasy,1957,49.9,41,2024,Expensive,3
347,2,118,2023-02-23,3,16.56,Crystal Clements,kimberlybennett@curtis.com,1234567892,East Derekberg,Nicaragua,Profound didactic leverage,Andrew Murphy,Fantasy,2017,5.52,22,2023,Cheap,2
348,239,158,2023-03-19,7,172.83,Amanda Kramer,kelly09@lopez.biz,1234568129,Kellermouth,Egypt,Digitized optimal intranet,James Silva,Mystery,1919,24.69,40,2023,Medium,3
349,159,73,2023-04-15,2,42.46,Jennifer White,epage@yahoo.com,1234568049,Port Rebecca,Pitcairn Islands,Realigned multi-tasking installation,Patrick Contreras,Mystery,1933,21.23,39,2023,Medium,4
350,458,154,2024-02-09,6,104.64,Yvonne Martin,alyssanash@perez-luna.net,1234568348,West Amanda,Cuba,Horizontal hybrid forecast,Alexander Wallace,Mystery,1919,17.44,19,2024,Medium,2
351,425,219,2023-02-26,8,167.2,Ashley Perez,williamslindsey@yahoo.com,1234568315,Elizabethshire,United States Minor Outlying Islands,Reactive bandwidth-monitored architecture,Michele Williams,Mystery,1961,20.9,32,2023,Medium,2
352,178,436,2023-03-19,7,111.3,Justin Roberson,johnsonrebecca@gmail.com,1234568068,Lake Brittany,Barbados,Sharable heuristic conglomeration,Garrett Campbell,Mystery,1916,15.9,54,2023,Medium,3
353,14,360,2023-08-03,5,246.7,John Wood,johnsonalexander@gmail.com,1234567904,Richardsonville,New Caledonia,Profound tertiary encoding,Jennifer Jones,Non-Fiction,2020,49.34,73,2023,Expensive,8
354,388,225,2024-07-28,2,72.08,Joshua Bass,goodmanmary@lara-bowen.net,1234568278,Christinamouth,Bulgaria,Synergized foreground website,Carrie Ware,Biography,1976,36.04,26,2024,Expensive,7
355,437,443,2023-10-23,6,264.3,Cynthia Cooper,russellpriscilla@gmail.com,1234568327,Wrightfurt,Philippines,Down-sized radical orchestration,Crystal Hall,Non-Fiction,1987,44.05,89,2023,Expensive,10
356,384,102,2024-06-01,3,120.66,Thomas Garcia,davidvelez@romero-marsh.com,1234568274,Michaelview,Sri Lanka,Ergonomic stable open architecture,Robin Brown,Romance,1955,40.22,31,2024,Expensive,6
357,163,150,2023-07-06,9,287.55,Robert Clark,sheilalester@gmail.com,1234568053,Lake Charleshaven,Macao,Phased logistical open system,Jenna Henderson,Biography,1952,31.95,32,2023,Medium,7
358,474,45,2023-01-30,8,203.92,Anthony Young,rogersbill@gmail.com,1234568364,East Chelsea,Cook Islands,Centralized cohesive website,Luis Rogers,Mystery,1984,25.49,59,2023,Medium,1
359,301,378,2023-08-23,6,36.06,Tommy Colon,hhuerta@craig-zimmerman.biz,1234568191,Parkerborough,Isle of Man,Future-proofed heuristic function,Samantha Mcclain,Romance,1903,6.01,0,2023,Cheap,8
360,177,442,2024-01-23,2,96.96,Sarah Powell,bryan44@yahoo.com,1234568067,Kaylatown,Guyana,Enhanced grid-enabled budgetary management,Betty Cross,Non-Fiction,1993,48.48,93,2024,Expensive,1
361,415,448,2023-07-27,6,37.56,James Ramirez,robert54@hall.com,1234568305,Maxwelltown,Canada,Digitized uniform Internet solution,Douglas Malone,Mystery,1929,6.26,70,2023,Cheap,7
362,242,292,2024-07-29,3,80.82,Mandy Riley,careykevin@yahoo.com,1234568132,West Kimberly,Puerto Rico,Fully-configurable mission-critical artificial intelligence,Rachel Adkins,Mystery,2017,26.94,2,2024,Medium,7
363,153,91,2023-03-04,2,55.64,George Wright,hillhannah@brown-carroll.info,1234568043,New Marie,Korea,Integrated exuding application,Elizabeth Morrison,Romance,1923,27.82,81,2023,Medium,3
364,357,38,2024-05-12,9,148.23,Scott Oconnell,matthew25@jones-brown.net,1234568247,Natashaville,China,Pre-emptive asynchronous leverage,Courtney Nichols,Fantasy,2022,16.47,72,2024,Medium,5
365,301,200,2023-02-28,7,69.72,Tommy Colon,hhuerta@craig-zimmerman.biz,1234568191,Parkerborough,Isle of Man,Right-sized modular synergy,Marie Smith,Science Fiction,1939,9.96,32,2023,Cheap,2
366,425,231,2024-03-08,6,56.22,Ashley Perez,williamslindsey@yahoo.com,1234568315,Elizabethshire,United States Minor Outlying Islands,Polarized maximized challenge,Steven Davis,Non-Fiction,1986,9.37,84,2024,Cheap,3
367,497,309,2023-04-04,5,58.7,Shane Klein,murphytheodore@rodriguez-lopez.biz,1234568387,West Billymouth,Cote d'Ivoire,Mandatory homogeneous ability,George Sanchez,Fantasy,1939,11.74,77,2023,Cheap,4
368,17,488,2023-05-17,10,491.5,Christine Maldonado,ztaylor@yahoo.com,1234567907,Smithborough,Chile,Optimized attitude-oriented synergy,Cory Ross,Non-Fiction,1985,49.15,64,2023,Expensive,5
369,339,156,2022-12-09,1,31.68,Lisa Hayes,david63@gmail.com,1234568229,New Beverly,Marshall Islands,Synergistic grid-enabled website,Brandon Black,Fiction,1953,31.68,34,2022,Medium,12
370,462,295,2024-02-04,4,114.64,James Brewer,ebrown@ewing-warner.com,1234568352,Chandlerberg,Mongolia,Persistent disintermediate artificial intelligence,Todd Davis,Non-Fiction,1977,28.66,65,2024,Medium,2
371,149,120,2024-03-23,4,192.12,Jason Robinson,masonzachary@gmail.com,1234568039,Victoriafurt,French Guiana,Integrated secondary access,Sheena Harris,Non-Fiction,1984,48.03,93,2024,Expensive,3
372,290,57,2023-01-21,3,70.77,Sarah Cameron,egonzalez@bell.com,1234568180,West Blake,Guyana,Team-oriented 3rdgeneration encryption,Sabrina Hernandez DVM,Romance,1962,23.59,27,2023,Medium,1
373,428,47,2024-10-25,9,183.33,Andrew Wells,jacklutz@hotmail.com,1234568318,Bookerbury,Guadeloupe,Reverse-engineered directional conglomeration,John Christian,Fiction,2006,20.37,90,2024,Medium,10
374,418,64,2024-04-28,9,216.9,Kiara Blankenship MD,grahamvictor@sutton.com,1234568308,Brandimouth,Belarus,Polarized hybrid emulation,Christopher Washington,Science Fiction,1963,24.1,86,2024,Medium,4
375,115,58,2023-07-19,3,103.62,Jacob Fernandez,adamsmith@mckay-ward.com,1234568005,East Lisashire,Micronesia,Profound logistical capacity,Ray Walsh,Romance,1995,34.54,14,2023,Medium,7
376,360,320,2023-03-02,7,35.49,Roberto Martinez,victoriacrane@simmons.com,1234568250,Patriciaville,Mauritius,Ergonomic clear-thinking interface,Judith Gutierrez,Fantasy,1950,5.07,55,2023,Cheap,3
377,194,208,2023-12-03,5,125.0,Eric Jimenez,nelliott@yahoo.com,1234568084,West Robinport,Sweden,Synergized intangible methodology,Ellen Doyle,Fantasy,1917,25.0,83,2023,Medium,12
378,203,105,2024-09-25,1,30.02,William Walters,jenna96@hotmail.com,1234568093,South Heather,Austria,Expanded explicit neural-net,Melissa Tucker,Romance,2005,30.02,4,2024,Medium,9
379,313,135,2023-06-21,7,105.91,David Nelson,laura23@hotmail.com,1234568203,Lake Jane,Macao,Customizable bi-directional focus group,Kristin Farley,Mystery,2001,15.13,83,2023,Medium,6
380,465,491,2024-09-18,3,44.61,Vanessa Kennedy,dustin35@davenport.org,1234568355,Ryanville,Afghanistan,Pre-emptive intangible adapter,Michael Hill,Fantasy,1910,14.87,2,2024,Cheap,9
381,485,377,2023-07-22,8,318.32,Andrew Figueroa,john28@gmail.com,1234568375,New Veronicaside,Macedonia,Realigned 6thgeneration infrastructure,Jennifer Hughes,Mystery,2007,39.79,55,2023,Expensive,7
382,492,333,2024-08-14,1,27.76,Tara Austin,millerandre@hayes.org,1234568382,Lake Hunterstad,Haiti,Advanced responsive extranet,Mark Chavez DDS,Fantasy,1959,27.76,29,2024,Medium,8
383,145,8,2023-04-04,3,146.97,Jessica Mays,david49@donaldson.com,1234568035,North Aaronton,Morocco,Persistent local encoding,Troy Cox,Science Fiction,2019,48.99,84,2023,Expensive,4
384,304,369,2024-06-26,7,158.55,Nancy Dennis,davidraymond@gmail.com,1234568194,Dominiqueview,Bhutan,Diverse responsive focus group,Ashley Chavez,Biography,1966,22.65,100,2024,Medium,6
385,379,110,2024-07-18,9,271.35,Christie Sullivan,chrisrichardson@gmail.com,1234568269,Josephstad,Benin,Re-contextualized radical matrix,Michael Howell,Fantasy,1903,30.15,2,2024,Medium,7
386,226,52,2023-05-05,5,82.65,Kevin Collins,smithclinton@goodman-jackson.com,1234568116,Thomaschester,San Marino,Triple-buffered neutral adapter,Kristi Phillips,Science Fiction,2003,16.53,85,2023,Medium,5
387,344,236,2024-07-20,4,43.12,Shawn Allen Jr.,aramirez@arnold.com,1234568234,Port Bruce,Sri Lanka,Assimilated disintermediate ability,Christopher Anderson,Romance,1948,10.78,87,2024,Cheap,7
388,125,232,2023-08-04,6,57.72,Rebecca Perez,udavis@patton.com,1234568015,Michelleview,Sri Lanka,Monitored 24/7 groupware,Vicki Mcgee,Science Fiction,1925,9.62,1,2023,Cheap,8
389,485,391,2023-11-18,2,66.84,Andrew Figueroa,john28@gmail.com,1234568375,New Veronicaside,Macedonia,Face-to-face 6thgeneration attitude,Erica Olson,Romance,2009,33.42,35,2023,Medium,11
390,94,73,2023-10-01,10,212.3,Mr. David Cox,millermichael@gmail.com,1234567984,West Anthony,New Zealand,Realigned multi-tasking installation,Patrick Contreras,Mystery,1933,21.23,39,2023,Medium,10
391,30,330,2023-05-20,8,256.16,Dylan Garcia,oanderson@yahoo.com,1234567920,Hallfort,Turkey,Assimilated user-facing approach,Roy Wolf,Biography,1990,32.02,25,2023,Medium,5
392,336,212,2024-07-04,1,18.69,Vincent Bender,lauraharvey@yahoo.com,1234568226,New Christine,Monaco,Diverse 4thgeneration knowledge user,Lindsey Lucas,Science Fiction,1950,18.69,35,2024,Medium,7
393,279,307,2022-12-24,8,115.44,Susan Hughes,efuller@williams-johnson.biz,1234568169,New Julieville,Estonia,Expanded local infrastructure,Valerie Moore,Mystery,1914,14.43,7,2022,Cheap,12
394,299,425,2024-04-14,1,24.23,Andrew Robinson,pittmanelizabeth@armstrong-shepard.com,1234568189,Jessicaport,Cayman Islands,Synergized analyzing solution,Tammy Cervantes,Non-Fiction,1990,24.23,45,2024,Medium,4
395,159,443,2024-05-27,9,396.45,Jennifer White,epage@yahoo.com,1234568049,Port Rebecca,Pitcairn Islands,Down-sized radical orchestration,Crystal Hall,Non-Fiction,1987,44.05,89,2024,Expensive,5
396,59,424,2023-04-09,6,243.0,Andrew Collins,msanchez@king.net,1234567949,West Sheri,Guatemala,Object-based secondary knowledgebase,Eric Shepherd,Mystery,1935,40.5,84,2023,Expensive,4
397,368,73,2023-01-19,6,127.38,Diane Clark,sydney29@nguyen-jones.biz,1234568258,North Michael,Samoa,Realigned multi-tasking installation,Patrick Contreras,Mystery,1933,21.23,39,2023,Medium,1
398,273,334,2023-07-21,9,321.12,Jordan Warner,sawyerraven@gmail.com,1234568163,New Joehaven,Mexico,Synergistic fault-tolerant attitude,Robert Bullock,Mystery,1913,35.68,88,2023,Expensive,7
